Trade #,Type,Date/Time,Signal,Price INR,Position size (qty),Position size (value),Net P&L INR,Net P&L %,Run-up INR,Run-up %,Drawdown INR,Drawdown %,Cumulative P&L INR,Cumulative P&L %
257,Exit long,2015-03-04 13:00,EXIT - Basso Stop,20160,2,38500,62320.65,4.62,103626.25,7.69,-10529.75,-0.78,12786671,255.73
257,Entry long,2015-02-27 14:15,EOD-ENTRY-43L,19250,2,38500,62320.65,4.62,103626.25,7.69,-10529.75,-0.78,12786671,255.73
258,Exit long,2015-03-04 14:15,EXIT - Basso Stop,19718.95,41,789250,644983,2.33,2124338,7.69,-215859.88,-0.78,13445466,268.91
258,Entry long,2015-02-27 14:15,EOD-ENTRY-43L,19250,41,789250,644983,2.33,2124338,7.69,-215859.88,-0.78,13445466,268.91
259,Exit long,2015-03-04 14:15,EXIT - Basso Stop,19718.95,2,38840.1,19553.13,1.44,91716.8,6.74,-22439.2,-1.65,13465699,269.31
259,Entry long,2015-02-28 09:15,PYR1-21L,19420.05,2,38840.1,19553.13,1.44,91716.8,6.74,-22439.2,-1.65,13465699,269.31
260,Exit long,2015-03-04 14:15,EXIT - Basso Stop,19718.95,19,368980.95,185754.78,1.44,871309.56,6.74,-213172.42,-1.65,13657911,273.16
260,Entry long,2015-02-28 09:15,PYR1-21L,19420.05,19,368980.95,185754.78,1.44,871309.56,6.74,-213172.42,-1.65,13657911,273.16
261,Exit long,2015-03-04 14:15,EXIT - Basso Stop,19718.95,2,39887.6,-17127.69,-1.23,55035.97,3.94,-19640.03,-1.41,13641481,272.83
261,Entry long,2015-02-28 14:15,PYR2-6L,19943.8,2,39887.6,-17127.69,-1.23,55035.97,3.94,-19640.03,-1.41,13641481,272.83
262,Exit long,2015-03-04 14:15,EXIT - Basso Stop,19718.95,4,79775.2,-34255.39,-1.23,110071.94,3.94,-39280.07,-1.41,13608622,272.17
262,Entry long,2015-02-28 14:15,PYR2-6L,19943.8,4,79775.2,-34255.39,-1.23,110071.94,3.94,-39280.07,-1.41,13608622,272.17
263,Exit long,2015-03-04 14:15,EXIT - Basso Stop,19718.95,2,40344.1,-33113.18,-2.34,39050.48,2.76,-35625.52,-2.52,13576215,271.52
263,Entry long,2015-03-02 13:00,PYR3-3L,20172.05,2,40344.1,-33113.18,-2.34,39050.48,2.76,-35625.52,-2.52,13576215,271.52
264,Exit long,2015-03-04 14:15,EXIT - Basso Stop,19718.95,1,20172.05,-16556.59,-2.34,19525.24,2.76,-17812.76,-2.52,13560011,271.20
264,Entry long,2015-03-02 13:00,PYR3-3L,20172.05,1,20172.05,-16556.59,-2.34,19525.24,2.76,-17812.76,-2.52,13560011,271.20
265,Exit long,2015-03-04 14:15,EXIT - Basso Stop,19718.95,2,40860.1,-51182.21,-3.58,537.95,0.04,-53694.55,-3.75,13509544,270.19
265,Entry long,2015-03-04 09:15,PYR4-2L,20430.05,2,40860.1,-51182.21,-3.58,537.95,0.04,-53694.55,-3.75,13509544,270.19
266,Exit long,2015-05-06 09:15,EXIT - Basso Stop,18166.65,58,1079600.4,-945046.7,-2.50,66671.49,0.18,-1193146.5,-3.16,12564498,251.29
266,Entry long,2015-05-04 09:15,ENTRY-58L,18613.8,58,1079600.4,-945046.7,-2.50,66671.49,0.18,-1193146.5,-3.16,12564498,251.29
267,Exit long,2015-05-22 14:15,EXIT - Basso Stop,18340,59,1085305,-151503.89,-0.40,662457.2,1.74,-793367.8,-2.09,12410723,248.21
267,Entry long,2015-05-18 14:15,EOD-ENTRY-59L,18395,59,1085305,-151503.89,-0.40,662457.2,1.74,-793367.8,-2.09,12410723,248.21
268,Exit long,2015-05-22 14:15,EXIT - Basso Stop,18340,7,129759,-52782.43,-1.16,43789.22,0.96,-128935.78,-2.84,12360211,247.20
268,Entry long,2015-05-20 09:15,PYR1-7L,18537,7,129759,-52782.43,-1.16,43789.22,0.96,-128935.78,-2.84,12360211,247.20
269,Exit long,2015-06-01 14:15,EXIT - Basso Stop,18639.7,1,18672.4,-1797.46,-0.27,6589.23,1.01,-2673.52,-0.41,12337499,246.75
269,Entry long,2015-05-29 10:30,ENTRY-64L,18672.4,1,18672.4,-1797.46,-0.27,6589.23,1.01,-2673.52,-0.41,12337499,246.75
270,Exit long,2015-06-02 09:15,EXIT - Basso Stop,18577.75,63,1176361.2,-249771.55,-0.61,415121.7,1.01,-378678.3,-0.92,12108314,242.17
270,Entry long,2015-05-29 10:30,ENTRY-64L,18672.4,63,1176361.2,-249771.55,-0.61,415121.7,1.01,-378678.3,-0.92,12108314,242.17
271,Exit long,2015-06-02 09:15,EXIT - Basso Stop,18577.75,1,18772.5,-7469.88,-1.14,3083.98,0.47,-9516.02,-1.45,12101172,242.02
271,Entry long,2015-05-29 14:15,PYR1-1L,18772.5,1,18772.5,-7469.88,-1.14,3083.98,0.47,-9516.02,-1.45,12101172,242.02
272,Exit long,2015-06-23 10:30,EXIT - Basso Stop,18312.5,4,72815,12668.86,0.50,37400.74,1.47,-1274.26,-0.05,12094664,241.89
272,Entry long,2015-06-22 09:15,ENTRY-40L,18203.75,4,72815,12668.86,0.50,37400.74,1.47,-1274.26,-0.05,12094664,241.89
273,Exit long,2015-06-26 11:45,EXIT - Basso Stop,18251,36,655335,36568.51,0.16,418506.62,1.82,-53993.36,-0.24,12142701,242.85
273,Entry long,2015-06-22 09:15,ENTRY-40L,18203.75,36,655335,36568.51,0.16,418506.62,1.82,-53993.36,-0.24,12142701,242.85
274,Exit long,2015-06-26 11:45,EXIT - Basso Stop,18251,4,73340.6,-14342.03,-0.56,28095.54,1.09,-24404.46,-0.95,12129642,242.59
274,Entry long,2015-06-22 10:30,PYR1-20L,18335.15,4,73340.6,-14342.03,-0.56,28095.54,1.09,-24404.46,-0.95,12129642,242.59
275,Exit long,2015-06-26 11:45,EXIT - Basso Stop,18251,16,293362.4,-57368.12,-0.56,112382.16,1.09,-97617.84,-0.95,12077408,241.55
275,Entry long,2015-06-22 10:30,PYR1-20L,18335.15,16,293362.4,-57368.12,-0.56,112382.16,1.09,-97617.84,-0.95,12077408,241.55
276,Exit long,2015-06-26 11:45,EXIT - Basso Stop,18251,4,73816.6,-31010.36,-1.20,11427.21,0.44,-41072.79,-1.59,12047689,240.95
276,Entry long,2015-06-23 09:15,PYR2-4L,18454.15,4,73816.6,-31010.36,-1.20,11427.21,0.44,-41072.79,-1.59,12047689,240.95
277,Exit long,2015-07-06 09:15,EXIT - Basso Stop,18519,11,204050,-19070.78,-0.27,73429.13,1.03,-56623.87,-0.79,12011390,240.23
277,Entry long,2015-07-01 14:15,EOD-ENTRY-52L,18550,11,204050,-19070.78,-0.27,73429.13,1.03,-56623.87,-0.79,12011390,240.23
278,Exit long,2015-07-06 09:15,EXIT - Basso Stop,18519,1,18550,-1733.71,-0.27,6675.38,1.03,-5147.62,-0.79,12009981,240.20
278,Entry long,2015-07-01 14:15,EOD-ENTRY-52L,18550,1,18550,-1733.71,-0.27,6675.38,1.03,-5147.62,-0.79,12009981,240.20
279,Exit long,2015-07-08 09:15,EXIT - Basso Stop,18660.2,40,742000,128232.86,0.49,611835,2.35,-205905,-0.79,12147236,242.94
279,Entry long,2015-07-01 14:15,EOD-ENTRY-52L,18550,40,742000,128232.86,0.49,611835,2.35,-205905,-0.79,12147236,242.94
280,Exit long,2015-07-08 09:15,EXIT - Basso Stop,18660.2,11,205185.2,-4487.83,-0.06,128502.76,1.79,-96375.74,-1.34,12146339,242.93
280,Entry long,2015-07-03 09:15,PYR1-11L,18653.2,11,205185.2,-4487.83,-0.06,128502.76,1.79,-96375.74,-1.34,12146339,242.93
281,Exit long,2015-07-08 09:15,EXIT - Basso Stop,18660.2,1,18750,-3797.68,-0.58,8292.38,1.26,-12151.12,-1.85,12142869,242.86
281,Entry long,2015-07-03 14:15,PYR2-1L,18750,1,18750,-3797.68,-0.58,8292.38,1.26,-12151.12,-1.85,12142869,242.86
282,Exit long,2015-07-08 09:15,EXIT - Basso Stop,18660.2,12,226440,-95997.34,-1.21,49083.3,0.62,-156758.7,-1.98,12050835,241.02
282,Entry long,2015-07-06 14:15,PYR3-12L,18870,12,226440,-95997.34,-1.21,49083.3,0.62,-156758.7,-1.98,12050835,241.02
283,Exit long,2015-07-14 14:15,EXIT - Basso Stop,18808,63,1194719.4,-385182.4,-0.92,102462.16,0.24,-379881.6,-0.91,11665652,233.31
283,Entry long,2015-07-13 13:00,ENTRY-63L,18963.8,63,1194719.4,-385182.4,-0.92,102462.16,0.24,-379881.6,-0.91,11665652,233.31
284,Exit long,2015-07-20 09:15,EXIT - Basso Stop,19045.45,17,324020,-19993.62,-0.18,125229.65,1.10,-35420.35,-0.31,11630599,232.61
284,Entry long,2015-07-16 09:15,ENTRY-45L,19060,17,324020,-19993.62,-0.18,125229.65,1.10,-35420.35,-0.31,11630599,232.61
285,Exit long,2015-07-20 10:30,EXIT - Basso Stop,18983,28,533680,-94101.07,-0.50,206260.6,1.10,-116159.4,-0.62,11545837,230.92
285,Entry long,2015-07-16 09:15,ENTRY-45L,19060,28,533680,-94101.07,-0.50,206260.6,1.10,-116159.4,-0.62,11545837,230.92
286,Exit long,2015-07-20 10:30,EXIT - Basso Stop,18983,17,326876,-157142.77,-1.37,25219.67,0.22,-170535.33,-1.49,11394415,227.89
286,Entry long,2015-07-16 13:00,PYR1-17L,19228,17,326876,-157142.77,-1.37,25219.67,0.22,-170535.33,-1.49,11394415,227.89
287,Exit long,2015-08-07 11:45,EXIT - Basso Stop,18995,1,18713.85,9180.34,1.40,16477.76,2.51,-1125.49,-0.17,11383268,227.67
287,Entry long,2015-07-31 10:30,ENTRY-55L,18713.85,1,18713.85,9180.34,1.40,16477.76,2.51,-1125.49,-0.17,11383268,227.67
288,Exit long,2015-08-10 14:15,EXIT - Basso Stop,18874,54,1010547.9,267162.97,0.75,889798.94,2.51,-60776.59,-0.17,11668115,233.36
288,Entry long,2015-07-31 10:30,ENTRY-55L,18713.85,54,1010547.9,267162.97,0.75,889798.94,2.51,-60776.59,-0.17,11668115,233.36
289,Exit long,2015-08-10 14:15,EXIT - Basso Stop,18874,1,18816,1370.43,0.21,12900.72,1.96,-901.53,-0.14,11669815,233.40
289,Entry long,2015-07-31 11:45,PYR1-6L,18816,1,18816,1370.43,0.21,12900.72,1.96,-901.53,-0.14,11669815,233.40
290,Exit long,2015-08-10 14:15,EXIT - Basso Stop,18874,5,94080,6852.13,0.21,64503.6,1.96,-4507.65,-0.14,11678314,233.57
290,Entry long,2015-07-31 11:45,PYR1-6L,18816,5,94080,6852.13,0.21,64503.6,1.96,-4507.65,-0.14,11678314,233.57
291,Exit long,2015-08-10 14:15,EXIT - Basso Stop,18874,1,18987.15,-4622.82,-0.70,6907.48,1.04,-6532.52,-0.98,11674023,233.48
291,Entry long,2015-08-03 09:15,PYR2-1L,18987.15,1,18987.15,-4622.82,-0.70,6907.48,1.04,-6532.52,-0.98,11674023,233.48
292,Exit long,2015-08-10 14:15,EXIT - Basso Stop,18874,1,19130,-9625.07,-1.44,1905.23,0.28,-10309.77,-1.54,11664733,233.29
292,Entry long,2015-08-06 13:00,PYR3-1L,19130,1,19130,-9625.07,-1.44,1905.23,0.28,-10309.77,-1.54,11664733,233.29
293,Exit long,2015-09-22 13:00,EXIT - Basso Stop,17123,20,350810,-304382.22,-2.48,65260.82,0.53,-299089.2,-2.43,11360351,227.21
293,Entry long,2015-09-18 09:15,ENTRY-20L,17540.5,20,350810,-304382.22,-2.48,65260.82,0.53,-299089.2,-2.43,11360351,227.21
294,Exit long,2015-10-09 11:45,EXIT - Basso Stop,17615.5,18,317201.4,-15383.91,-0.14,144199.97,1.30,-101500.02,-0.91,11333508,226.67
294,Entry long,2015-10-05 10:30,ENTRY-37L,17622.3,18,317201.4,-15383.91,-0.14,144199.97,1.30,-101500.02,-0.91,11333508,226.67
295,Exit long,2015-10-14 11:45,EXIT - Basso Stop,17565,19,334823.7,-49804.28,-0.42,152211.08,1.30,-107138.91,-0.91,11289563,225.79
295,Entry long,2015-10-05 10:30,ENTRY-37L,17622.3,19,334823.7,-49804.28,-0.42,152211.08,1.30,-107138.91,-0.91,11289563,225.79
296,Exit long,2015-10-14 11:45,EXIT - Basso Stop,17565,18,319950,-143432.1,-1.28,19569.38,0.17,-178849.12,-1.60,11151730,223.03
296,Entry long,2015-10-09 09:15,PYR1-18L,17775,18,319950,-143432.1,-1.28,19569.38,0.17,-178849.12,-1.60,11151730,223.03
297,Exit long,2015-10-19 10:30,EXIT - Basso Stop,17886.9,36,648036,-166375.38,-0.73,0,0.00,-188937.62,-0.83,10985355,219.71
297,Entry long,2015-10-16 14:15,EOD-ENTRY-36L,18001,36,648036,-166375.38,-0.73,0,0.00,-188937.62,-0.83,10985355,219.71
298,Exit long,2015-12-02 09:15,EXIT - Basso Stop,17365,15,260820.75,-21223.93,-0.23,94634.39,1.04,-58140.61,-0.64,10954979,219.10
298,Entry long,2015-11-27 09:15,ENTRY-30L,17388.05,15,260820.75,-21223.93,-0.23,94634.39,1.04,-58140.61,-0.64,10954979,219.10
299,Exit long,2015-12-02 10:30,EXIT - Basso Stop,17278,15,260820.75,-66876.09,-0.73,94634.39,1.04,-86490.61,-0.95,10892667,217.85
299,Entry long,2015-11-27 09:15,ENTRY-30L,17388.05,15,260820.75,-66876.09,-0.73,94634.39,1.04,-86490.61,-0.95,10892667,217.85
300,Exit long,2015-12-02 10:30,EXIT - Basso Stop,17278,15,262138.5,-113020.4,-1.23,48490.08,0.53,-132634.92,-1.44,10784235,215.68
300,Entry long,2015-11-30 09:15,PYR1-15L,17475.9,15,262138.5,-113020.4,-1.23,48490.08,0.53,-132634.92,-1.44,10784235,215.68
301,Exit long,2016-01-04 09:15,EXIT - Basso Stop,16828.7,48,820944,-489326.62,-1.70,27633.48,0.10,-595226.5,-2.07,10294908,205.90
301,Entry long,2016-01-01 13:00,ENTRY-48L,17103,48,820944,-489326.62,-1.70,27633.48,0.10,-595226.5,-2.07,10294908,205.90
302,Exit long,2016-03-08 13:00,EXIT - Basso Stop,15092.15,10,150430,11928.85,0.23,140167.47,2.66,-40467.52,-0.77,10301523,206.03
302,Entry long,2016-03-02 09:15,ENTRY-20L,15043,10,150430,11928.85,0.23,140167.47,2.66,-40467.52,-0.77,10301523,206.03
303,Exit long,2016-03-16 10:30,EXIT - Basso Stop,15267.6,10,150430,73305.65,1.39,149267.47,2.83,-40467.52,-0.77,10374762,207.50
303,Entry long,2016-03-02 09:15,ENTRY-20L,15043,10,150430,73305.65,1.39,149267.47,2.83,-40467.52,-0.77,10374762,207.50
304,Exit long,2016-03-17 14:15,EXIT - Basso Stop,15386.95,10,153212.5,17621.06,0.33,147031.28,2.74,-121961.22,-2.27,10389601,207.79
304,Entry long,2016-03-04 13:00,PYR1-10L,15321.25,10,153212.5,17621.06,0.33,147031.28,2.74,-121961.22,-2.27,10389601,207.79
305,Exit long,2016-03-17 14:15,EXIT - Basso Stop,15386.95,10,154250,-18709.59,-0.35,110700.63,2.05,-79349.37,-1.47,10373591,207.47
305,Entry long,2016-03-15 10:30,PYR2-10L,15425,10,154250,-18709.59,-0.35,110700.63,2.05,-79349.37,-1.47,10373591,207.47
306,Exit long,2016-03-17 14:15,EXIT - Basso Stop,15386.95,10,155533.5,-63654.55,-1.17,65755.66,1.21,-82119.34,-1.51,10312658,206.25
306,Entry long,2016-03-16 14:15,PYR3-10L,15553.35,10,155533.5,-63654.55,-1.17,65755.66,1.21,-82119.34,-1.51,10312658,206.25
307,Exit long,2016-03-17 14:15,EXIT - Basso Stop,15386.95,10,156650,-102751.59,-1.87,9508.63,0.17,-121216.37,-2.21,10212648,204.25
307,Entry long,2016-03-17 11:45,PYR4-10L,15665,10,156650,-102751.59,-1.87,9508.63,0.17,-121216.37,-2.21,10212648,204.25
308,Exit long,2016-03-28 13:00,EXIT - Basso Stop,15696.5,41,648046,-179735.55,-0.79,274224.2,1.21,-204061.31,-0.90,10028449,200.57
308,Entry long,2016-03-21 09:15,ENTRY-41L,15806,41,648046,-179735.55,-0.79,274224.2,1.21,-204061.31,-0.90,10028449,200.57
309,Exit long,2016-03-28 13:00,EXIT - Basso Stop,15696.5,16,255028.8,-144826.03,-1.62,32329,0.36,-154319,-1.73,9888086,197.76
309,Entry long,2016-03-21 14:15,PYR1-16L,15939.3,16,255028.8,-144826.03,-1.62,32329,0.36,-154319,-1.73,9888086,197.76
310,Exit long,2016-04-05 10:30,EXIT - Basso Stop,16034,40,644400,-128900.8,-0.57,313033,1.39,-281687,-1.25,9754926,195.10
310,Entry long,2016-03-30 13:00,ENTRY-40L,16110,40,644400,-128900.8,-0.57,313033,1.39,-281687,-1.25,9754926,195.10
311,Exit long,2016-04-05 10:30,EXIT - Basso Stop,16034,15,243405,-109793.52,-1.29,55931.66,0.66,-167088.34,-1.96,9649392,192.99
311,Entry long,2016-03-31 10:30,PYR1-15L,16227,15,243405,-109793.52,-1.29,55931.66,0.66,-167088.34,-1.96,9649392,192.99
312,Exit long,2016-04-27 13:00,EXIT - Basso Stop,16881.2,1,16320,19060.98,3.34,25929.4,4.54,-11485.6,-2.01,9652075,193.04
312,Entry long,2016-04-13 10:30,ENTRY-45L,16320,1,16320,19060.98,3.34,25929.4,4.54,-11485.6,-2.01,9652075,193.04
313,Exit long,2016-04-28 13:00,EXIT - Basso Stop,16765.05,44,718080,659901.5,2.62,1140893.6,4.54,-505366.4,-2.01,10324542,206.49
313,Entry long,2016-04-13 10:30,ENTRY-45L,16320,44,718080,659901.5,2.62,1140893.6,4.54,-505366.4,-2.01,10324542,206.49
314,Exit long,2016-04-28 13:00,EXIT - Basso Stop,16765.05,1,16719.55,1006.52,0.17,11938.16,2.04,-9144.09,-1.56,10325842,206.52
314,Entry long,2016-04-21 09:15,PYR1-11L,16719.55,1,16719.55,1006.52,0.17,11938.16,2.04,-9144.09,-1.56,10325842,206.52
315,Exit long,2016-04-28 13:00,EXIT - Basso Stop,16765.05,10,167195.5,10065.2,0.17,119381.58,2.04,-91440.92,-1.56,10338833,206.78
315,Entry long,2016-04-21 09:15,PYR1-11L,16719.55,10,167195.5,10065.2,0.17,119381.58,2.04,-91440.92,-1.56,10338833,206.78
316,Exit long,2016-04-28 13:00,EXIT - Basso Stop,16765.05,1,16892,-5032.25,-0.85,5899.39,1.00,-5790.61,-0.98,10334096,206.68
316,Entry long,2016-04-26 11:45,PYR2-1L,16892,1,16892,-5032.25,-0.85,5899.39,1.00,-5790.61,-0.98,10334096,206.68
317,Exit long,2016-04-28 13:00,EXIT - Basso Stop,16765.05,1,17015,-9339.4,-1.57,452.99,0.08,-10097.76,-1.69,10325054,206.50
317,Entry long,2016-04-26 14:15,PYR3-1L,17015,1,17015,-9339.4,-1.57,452.99,0.08,-10097.76,-1.69,10325054,206.50
318,Exit long,2016-05-12 11:45,EXIT - Basso Stop,16846.85,17,286250.25,-4904.32,-0.05,91172.37,0.91,-179790.62,-1.79,10308323,206.17
318,Entry long,2016-05-10 13:00,ENTRY-40L,16838.25,17,286250.25,-4904.32,-0.05,91172.37,0.91,-179790.62,-1.79,10308323,206.17
319,Exit long,2016-05-13 11:45,EXIT - Basso Stop,16633,23,387279.75,-178698.42,-1.32,138686.11,1.02,-243246.14,-1.79,10136402,202.73
319,Entry long,2016-05-10 13:00,ENTRY-40L,16838.25,23,387279.75,-178698.42,-1.32,138686.11,1.02,-243246.14,-1.79,10136402,202.73
320,Exit long,2016-05-13 11:45,EXIT - Basso Stop,16633,17,288535.9,-212119.2,-2.10,22469.37,0.22,-226508.38,-2.24,9929332,198.59
320,Entry long,2016-05-12 10:30,PYR1-17L,16972.7,17,288535.9,-212119.2,-2.10,22469.37,0.22,-226508.38,-2.24,9929332,198.59
321,Exit long,2016-06-13 09:15,EXIT - Basso Stop,17552.1,32,539308.8,763276.94,4.04,1304770.1,6.91,-28197.9,-0.15,10684531,213.69
321,Entry long,2016-05-25 10:30,ENTRY-32L,16853.4,32,539308.8,763276.94,4.04,1304770.1,6.91,-28197.9,-0.15,10684531,213.69
322,Exit long,2016-06-13 09:15,EXIT - Basso Stop,17552.1,16,272096.8,296111.72,3.11,566858.3,5.95,-25761.69,-0.27,10985404,219.71
322,Entry long,2016-05-25 14:15,PYR1-16L,17006.05,16,272096.8,296111.72,3.11,566858.3,5.95,-25761.69,-0.27,10985404,219.71
323,Exit long,2016-06-13 09:15,EXIT - Basso Stop,17552.1,9,154683,109535.09,2.02,261830.05,4.83,-12188.45,-0.23,11097646,221.95
323,Entry long,2016-05-26 13:00,PYR2-9L,17187,9,154683,109535.09,2.02,261830.05,4.83,-12188.45,-0.23,11097646,221.95
324,Exit long,2016-06-13 09:15,EXIT - Basso Stop,17552.1,1,17361.5,6060.01,1.00,22981.67,3.78,-2106.33,-0.35,11104010,222.08
324,Entry long,2016-05-26 14:15,PYR3-1L,17361.5,1,17361.5,6060.01,1.00,22981.67,3.78,-2106.33,-0.35,11104010,222.08
325,Exit long,2016-06-13 09:15,EXIT - Basso Stop,17552.1,1,17495,1385.18,0.23,18306.84,2.99,-5941.16,-0.97,11105701,222.11
325,Entry long,2016-05-27 14:15,PYR4-1L,17495,1,17495,1385.18,0.23,18306.84,2.99,-5941.16,-0.97,11105701,222.11
326,Exit long,2016-06-24 09:15,EXIT - Basso Stop,16960,37,662115,-1233393.6,-5.32,0,0.00,-1257377,-5.42,9872308,197.45
326,Entry long,2016-06-23 14:15,EOD-ENTRY-37L,17895,37,662115,-1233393.6,-5.32,0,0.00,-1257377,-5.42,9872308,197.45
327,Exit long,2016-07-05 13:00,EXIT - Basso Stop,18056,16,289481.6,-30617.61,-0.30,51158.07,0.50,-42921.93,-0.42,9831536,196.63
327,Entry long,2016-07-01 09:15,ENTRY-32L,18092.6,16,289481.6,-30617.61,-0.30,51158.07,0.50,-42921.93,-0.42,9831536,196.63
328,Exit long,2016-07-08 09:15,EXIT - Basso Stop,17998,16,289481.6,-63081.37,-0.62,69442.07,0.69,-77641.93,-0.77,9773520,195.47
328,Entry long,2016-07-01 09:15,ENTRY-32L,18092.6,16,289481.6,-63081.37,-0.62,69442.07,0.69,-77641.93,-0.77,9773520,195.47
329,Exit long,2016-07-08 09:15,EXIT - Basso Stop,17998,16,290779.2,-108520.08,-1.07,24003.36,0.24,-123080.63,-1.21,9670089,193.40
329,Entry long,2016-07-04 10:30,PYR1-16L,18173.7,16,290779.2,-108520.08,-1.07,24003.36,0.24,-123080.63,-1.21,9670089,193.40
330,Exit long,2016-07-13 10:30,EXIT - Basso Stop,18610,9,165789,53702.62,0.93,93898.2,1.62,-6366.31,-0.11,9708880,194.18
330,Entry long,2016-07-11 09:15,ENTRY-31L,18421,9,165789,53702.62,0.93,93898.2,1.62,-6366.31,-0.11,9708880,194.18
331,Exit long,2016-07-18 14:15,EXIT - Basso Stop,18925,22,405262,373701.78,2.63,574257.94,4.05,-15562.08,-0.11,10085711,201.71
331,Entry long,2016-07-11 09:15,ENTRY-31L,18421,22,405262,373701.78,2.63,574257.94,4.05,-15562.08,-0.11,10085711,201.71
332,Exit long,2016-07-18 14:15,EXIT - Basso Stop,18925,9,167112.9,106518.34,1.82,188564.03,3.22,-11760.23,-0.20,10195154,203.90
332,Entry long,2016-07-12 09:15,PYR1-15L,18568.1,9,167112.9,106518.34,1.82,188564.03,3.22,-11760.23,-0.20,10195154,203.90
333,Exit long,2016-07-18 14:15,EXIT - Basso Stop,18925,6,111408.6,71012.23,1.82,125709.35,3.22,-7840.15,-0.20,10268116,205.36
333,Entry long,2016-07-12 09:15,PYR1-15L,18568.1,6,111408.6,71012.23,1.82,125709.35,3.22,-7840.15,-0.20,10268116,205.36
334,Exit long,2016-07-18 14:15,EXIT - Basso Stop,18925,9,168294.6,65138.16,1.11,147183.84,2.50,-39926.16,-0.68,10336199,206.72
334,Entry long,2016-07-12 14:15,PYR2-9L,18699.4,9,168294.6,65138.16,1.11,147183.84,2.50,-39926.16,-0.68,10336199,206.72
335,Exit long,2016-07-18 14:15,EXIT - Basso Stop,18925,10,188406,22931.02,0.35,114092.9,1.73,-12957.1,-0.20,10362427,207.25
335,Entry long,2016-07-14 11:45,PYR3-10L,18840.6,10,188406,22931.02,0.35,114092.9,1.73,-12957.1,-0.20,10362427,207.25
336,Exit long,2016-07-18 14:15,EXIT - Basso Stop,18925,1,18945.3,-1373.23,-0.21,7742.96,1.17,-1180.29,-0.18,10361385,207.23
336,Entry long,2016-07-15 11:45,PYR4-1L,18945.3,1,18945.3,-1373.23,-0.21,7742.96,1.17,-1180.29,-0.18,10361385,207.23
337,Exit long,2016-07-18 14:15,EXIT - Basso Stop,18925,1,19096,-6650.37,-0.99,2465.82,0.37,-6457.43,-0.97,10355069,207.10
337,Entry long,2016-07-18 09:15,PYR5-1L,19096,1,19096,-6650.37,-0.99,2465.82,0.37,-6457.43,-0.97,10355069,207.10
338,Exit long,2016-08-22 09:15,EXIT - Basso Stop,19279.8,12,231504,-13224.08,-0.16,81670.68,1.01,-11191.32,-0.14,10326631,206.53
338,Entry long,2016-08-18 10:30,ENTRY-45L,19292,12,231504,-13224.08,-0.16,81670.68,1.01,-11191.32,-0.14,10326631,206.53
339,Exit long,2016-08-26 10:30,EXIT - Basso Stop,19282.05,33,636636,-33768.77,-0.15,224594.38,1.01,-65426.13,-0.29,10304003,206.08
339,Entry long,2016-08-18 10:30,ENTRY-45L,19292,33,636636,-33768.77,-0.15,224594.38,1.01,-65426.13,-0.29,10304003,206.08
340,Exit long,2016-08-26 10:30,EXIT - Basso Stop,19282.05,12,232758,-56191.5,-0.69,37758.73,0.46,-67703.27,-0.83,10251885,205.04
340,Entry long,2016-08-19 09:15,PYR1-12L,19396.5,12,232758,-56191.5,-0.69,37758.73,0.46,-67703.27,-0.83,10251885,205.04
341,Exit long,2016-09-01 14:15,EXIT - Basso Stop,19874.95,1,19548.5,10735.84,1.57,15280.15,2.23,-1665.1,-0.24,10242697,204.85
341,Entry long,2016-08-30 09:15,ENTRY-30L,19548.5,1,19548.5,10735.84,1.57,15280.15,2.23,-1665.1,-0.24,10242697,204.85
342,Exit long,2016-09-09 09:15,EXIT - Basso Stop,20253.1,29,566906.5,694969.7,3.50,1107543.4,5.58,-48287.86,-0.24,10946525,218.93
342,Entry long,2016-08-30 09:15,ENTRY-30L,19548.5,29,566906.5,694969.7,3.50,1107543.4,5.58,-48287.86,-0.24,10946525,218.93
343,Exit long,2016-09-09 09:15,EXIT - Basso Stop,20253.1,1,19636.1,20896.94,3.04,35123.62,5.11,-343.63,-0.05,10967766,219.36
343,Entry long,2016-08-30 14:15,PYR1-15L,19636.1,1,19636.1,20896.94,3.04,35123.62,5.11,-343.63,-0.05,10967766,219.36
344,Exit long,2016-09-09 09:15,EXIT - Basso Stop,20253.1,14,274905.4,292557.16,3.04,491730.66,5.11,-4810.84,-0.05,11265134,225.30
344,Entry long,2016-08-30 14:15,PYR1-15L,19636.1,14,274905.4,292557.16,3.04,491730.66,5.11,-4810.84,-0.05,11265134,225.30
345,Exit long,2016-09-09 09:15,EXIT - Basso Stop,20253.1,1,19766,16348.17,2.36,30574.85,4.42,-1654.9,-0.24,11281828,225.64
345,Entry long,2016-08-31 09:15,PYR2-12L,19766,1,19766,16348.17,2.36,30574.85,4.42,-1654.9,-0.24,11281828,225.64
346,Exit long,2016-09-09 09:15,EXIT - Basso Stop,20253.1,11,217426,179829.83,2.36,336323.28,4.42,-18203.96,-0.24,11465463,229.31
346,Entry long,2016-08-31 09:15,PYR2-12L,19766,11,217426,179829.83,2.36,336323.28,4.42,-18203.96,-0.24,11465463,229.31
347,Exit long,2016-09-09 09:15,EXIT - Basso Stop,20253.1,1,19852.45,13320.9,1.92,27547.58,3.96,-2506.92,-0.36,11479131,229.58
