Trade #,Type,Date/Time,Signal,Price INR,Position size (qty),Position size (value),Net P&L INR,Net P&L %,Run-up INR,Run-up %,Drawdown INR,Drawdown %,Cumulative P&L INR,Cumulative P&L %
90,Exit long,2011-03-07 09:15,EXIT - Below ST,10751.8,7,77413,-80607.65,-2.97,20810.54,0.77,-90027.45,-3.32,2092234.1,41.84
90,Entry long,2011-03-03 10:30,PYR1-7L,11059,7,77413,-80607.65,-2.97,20810.54,0.77,-90027.45,-3.32,2092234.1,41.84
91,Exit long,2011-03-18 09:15,EXIT - Below ST,10810.1,27,297108,-203849.83,-1.96,32126.22,0.31,-207903.78,-2.00,1888384.2,37.77
91,Entry long,2011-03-16 13:00,ENTRY-27L,11004,27,297108,-203849.83,-1.96,32126.22,0.31,-207903.78,-2.00,1888384.2,37.77
92,Exit long,2011-03-31 13:00,EXIT - Below ST,11615,24,266355.6,415074.97,4.45,664231.56,7.12,-58168.44,-0.62,2296369.8,45.93
92,Entry long,2011-03-24 09:15,ENTRY-24L,11098.15,24,266355.6,415074.97,4.45,664231.56,7.12,-58168.44,-0.62,2296369.8,45.93
93,Exit long,2011-03-31 13:00,EXIT - Below ST,11615,12,134434.8,163498.48,3.47,288076.78,6.12,-15121.22,-0.32,2464573.2,49.29
93,Entry long,2011-03-25 09:15,PYR1-12L,11202.9,12,134434.8,163498.48,3.47,288076.78,6.12,-15121.22,-0.32,2464573.2,49.29
94,Exit long,2011-03-31 13:00,EXIT - Below ST,11615,6,68124,49986.51,2.09,112275.66,4.70,-6164.34,-0.26,2516944.2,50.34
94,Entry long,2011-03-25 13:00,PYR2-6L,11354,6,68124,49986.51,2.09,112275.66,4.70,-6164.34,-0.26,2516944.2,50.34
95,Exit long,2011-04-15 14:15,EXIT - Below ST,11768,29,345564,-174259.27,-1.44,69968.01,0.58,-190531.73,-1.57,2342685,46.85
95,Entry long,2011-04-13 14:15,EOD-ENTRY-29L,11916,29,345564,-174259.27,-1.44,69968.01,0.58,-190531.73,-1.57,2342685,46.85
96,Exit long,2011-07-06 13:00,EXIT - Below ST,11316.9,27,292896,422164.66,4.11,586988.6,5.72,-46161.36,-0.45,2756829.2,55.14
96,Entry long,2011-06-24 13:00,ENTRY-27L,10848,27,292896,422164.66,4.11,586988.6,5.72,-46161.36,-0.45,2756829.2,55.14
97,Exit long,2011-07-06 13:00,EXIT - Below ST,11316.9,14,152551.7,195086.9,3.65,280551.2,5.25,-47748.81,-0.89,2957255.2,59.15
97,Entry long,2011-06-24 14:15,PYR1-14L,10896.55,14,152551.7,195086.9,3.65,280551.2,5.25,-47748.81,-0.89,2957255.2,59.15
98,Exit long,2011-07-06 13:00,EXIT - Below ST,11316.9,7,76604.5,86029.2,3.21,128761.34,4.80,-5743.66,-0.21,3045965.8,60.92
98,Entry long,2011-06-27 10:30,PYR2-7L,10943.5,7,76604.5,86029.2,3.21,128761.34,4.80,-5743.66,-0.21,3045965.8,60.92
99,Exit long,2011-10-18 09:15,EXIT - Below ST,9544,32,311424,-232149.12,-2.13,20348.16,0.19,-249795.84,-2.29,2813816.5,56.28
99,Entry long,2011-10-17 09:15,ENTRY-32L,9732,32,311424,-232149.12,-2.13,20348.16,0.19,-249795.84,-2.29,2813816.5,56.28
100,Exit long,2011-12-08 09:15,EXIT - Below ST,9040.8,21,193872,-153962.52,-2.27,48706.98,0.72,-155182.02,-2.28,2659854,53.20
100,Entry long,2011-12-02 14:15,EOD-ENTRY-21L,9232,21,193872,-153962.52,-2.27,48706.98,0.72,-155182.02,-2.28,2659854,53.20
101,Exit long,2012-01-16 09:15,EXIT - Below ST,8845,19,164312,119372.16,2.07,277505.84,4.82,-18984.42,-0.33,2774633.5,55.49
101,Entry long,2012-01-10 09:15,ENTRY-19L,8648,19,164312,119372.16,2.07,277505.84,4.82,-18984.42,-0.33,2774633.5,55.49
102,Exit long,2012-01-16 09:15,EXIT - Below ST,8845,10,87330,33047.7,1.08,116275.95,3.80,-10406.55,-0.34,2810737.8,56.21
102,Entry long,2012-01-10 13:00,PYR1-10L,8733,10,87330,33047.7,1.08,116275.95,3.80,-10406.55,-0.34,2810737.8,56.21
103,Exit long,2012-01-16 09:15,EXIT - Below ST,8845,5,43893,8535.87,0.56,50150,3.26,-6550,-0.43,2820809.8,56.42
103,Entry long,2012-01-11 09:15,PYR2-5L,8778.6,5,43893,8535.87,0.56,50150,3.26,-6550,-0.43,2820809.8,56.42
104,Exit long,2012-03-15 10:30,EXIT - Below ST,10732.95,18,190530,79778.2,1.20,264073.94,3.96,-16118.55,-0.24,2895332.5,57.91
104,Entry long,2012-03-09 14:15,EOD-ENTRY-18L,10585,18,190530,79778.2,1.20,264073.94,3.96,-16118.55,-0.24,2895332.5,57.91
105,Exit long,2012-03-15 10:30,EXIT - Below ST,10732.95,9,96119.1,9965.7,0.30,102113.58,3.03,-37982.67,-1.13,2908662.2,58.17
105,Entry long,2012-03-12 09:15,PYR1-9L,10679.9,9,96119.1,9965.7,0.30,102113.58,3.03,-37982.67,-1.13,2908662.2,58.17
106,Exit long,2012-03-15 10:30,EXIT - Below ST,10732.95,5,54040,-16903.42,-0.89,34289.85,1.81,-24641.4,-1.30,2893650.2,57.87
106,Entry long,2012-03-13 09:15,PYR2-5L,10808,5,54040,-16903.42,-0.89,34289.85,1.81,-24641.4,-1.30,2893650.2,57.87
107,Exit long,2012-04-04 09:15,EXIT - Below ST,10352.35,28,290192,-31719.02,-0.31,140763.28,1.38,-84636.72,-0.83,2856807.8,57.14
107,Entry long,2012-04-02 11:45,ENTRY-28L,10364,28,290192,-31719.02,-0.31,140763.28,1.38,-84636.72,-0.83,2856807.8,57.14
108,Exit long,2012-04-04 09:15,EXIT - Below ST,10352.35,14,146384,-60984.59,-1.19,25256.56,0.49,-69313.44,-1.35,2800946.8,56.02
108,Entry long,2012-04-03 09:15,PYR1-14L,10456,14,146384,-60984.59,-1.19,25256.56,0.49,-69313.44,-1.35,2800946.8,56.02
109,Exit long,2012-04-13 13:00,EXIT - Below ST,10377,27,282366,-96234.08,-0.97,143207.19,1.45,-206395.56,-2.09,2696939,53.94
109,Entry long,2012-04-12 13:00,ENTRY-27L,10458,27,282366,-96234.08,-0.97,143207.19,1.45,-206395.56,-2.09,2696939,53.94
110,Exit long,2012-04-13 13:00,EXIT - Below ST,10377,14,147840,-99929.13,-1.93,24225.6,0.47,-157049.9,-3.03,2602184.2,52.04
110,Entry long,2012-04-13 09:15,PYR1-14L,10560,14,147840,-99929.13,-1.93,24225.6,0.47,-157049.9,-3.03,2602184.2,52.04
111,Exit long,2012-04-13 13:00,EXIT - Below ST,10377,7,74263,-61981.57,-2.38,0,0.00,-90541.95,-3.48,2542802,50.86
111,Entry long,2012-04-13 10:30,PYR2-7L,10609,7,74263,-61981.57,-2.38,0,0.00,-90541.95,-3.48,2542802,50.86
112,Exit long,2012-06-11 14:15,EXIT - Below ST,9869,28,271079.2,164688.61,1.73,392263.22,4.13,-9487.77,-0.10,2700314.2,54.01
112,Entry long,2012-06-06 14:15,EOD-ENTRY-28L,9681.4,28,271079.2,164688.61,1.73,392263.22,4.13,-9487.77,-0.10,2700314.2,54.01
113,Exit long,2012-06-11 14:15,EXIT - Below ST,9869,14,136350.2,53944.93,1.13,167732.25,3.51,-25548.26,-0.53,2759031.5,55.18
113,Entry long,2012-06-07 09:15,PYR1-14L,9739.3,14,136350.2,53944.93,1.13,167732.25,3.51,-25548.26,-0.53,2759031.5,55.18
114,Exit long,2012-06-11 14:15,EXIT - Below ST,9869,7,68684,9143.16,0.38,66036.81,2.74,-29108.94,-1.21,2770578.5,55.41
114,Entry long,2012-06-07 13:00,PYR2-7L,9812,7,68684,9143.16,0.38,66036.81,2.74,-29108.94,-1.21,2770578.5,55.41
115,Exit long,2012-06-25 14:15,EXIT - Below ST,9870,20,203580,-230334.3,-3.23,0,0.00,-225385.3,-3.16,2540244.2,50.80
115,Entry long,2012-06-25 09:15,ENTRY-20L,10179,20,203580,-230334.3,-3.23,0,0.00,-225385.3,-3.16,2540244.2,50.80
116,Exit long,2012-07-12 09:15,EXIT - Below ST,10654.95,16,164272,205535.7,3.57,286010.47,4.97,-18069.52,-0.31,2741437.5,54.83
116,Entry long,2012-06-29 09:15,ENTRY-16L,10267,16,164272,205535.7,3.57,286010.47,4.97,-18069.52,-0.31,2741437.5,54.83
117,Exit long,2012-07-12 09:15,EXIT - Below ST,10654.95,8,82600,86511.62,2.99,126749,4.38,-9891,-0.34,2830840,56.62
117,Entry long,2012-06-29 14:15,PYR1-8L,10325,8,82600,86511.62,2.99,126749,4.38,-9891,-0.34,2830840,56.62
118,Exit long,2012-07-12 09:15,EXIT - Below ST,10654.95,4,41474,37159.72,2.56,57278.41,3.94,-9501.59,-0.65,2869451.2,57.39
118,Entry long,2012-07-02 10:30,PYR2-4L,10368.5,4,41474,37159.72,2.56,57278.41,3.94,-9501.59,-0.65,2869451.2,57.39
119,Exit long,2012-10-03 11:45,EXIT - Below ST,11422,38,389813.5,1518952.8,11.12,1770884,12.97,-113060.97,-0.83,4377628,87.55
119,Entry long,2012-09-13 09:15,ENTRY-38L,10258.25,38,389813.5,1518952.8,11.12,1770884,12.97,-113060.97,-0.83,4377628,87.55
120,Exit long,2012-10-03 11:45,EXIT - Below ST,11422,19,201196.7,539108,7.65,665073.6,9.44,-18546.38,-0.26,4923777.5,98.48
120,Entry long,2012-09-14 09:15,PYR1-19L,10589.3,19,201196.7,539108,7.65,665073.6,9.44,-18546.38,-0.26,4923777.5,98.48
121,Exit long,2012-10-03 11:45,EXIT - Below ST,11422,10,106698,255537.88,6.84,321835.56,8.61,-24769.43,-0.66,5183050,103.66
121,Entry long,2012-09-14 13:00,PYR2-10L,10669.8,10,106698,255537.88,6.84,321835.56,8.61,-24769.43,-0.66,5183050,103.66
122,Exit long,2012-10-19 13:00,EXIT - Below ST,11475,39,452470.2,-204581.83,-1.29,31665.54,0.20,-215467.7,-1.36,4978468,99.57
122,Entry long,2012-10-18 13:00,ENTRY-39L,11601.8,39,452470.2,-204581.83,-1.29,31665.54,0.20,-215467.7,-1.36,4978468,99.57
123,Exit long,2012-11-08 09:15,EXIT - Below ST,11664.75,44,509440.8,97492.86,0.55,316041.56,1.77,-76042.43,-0.43,5062487.5,101.25
123,Entry long,2012-11-06 09:15,ENTRY-44L,11578.2,44,509440.8,97492.86,0.55,316041.56,1.77,-76042.43,-0.43,5062487.5,101.25
124,Exit long,2012-11-08 09:15,EXIT - Below ST,11664.75,22,256311,-6980.24,-0.08,102294.12,1.14,-62485.89,-0.70,5064478.5,101.29
124,Entry long,2012-11-06 14:15,PYR1-22L,11650.5,22,256311,-6980.24,-0.08,102294.12,1.14,-62485.89,-0.70,5064478.5,101.29
125,Exit long,2012-11-08 09:15,EXIT - Below ST,11664.75,11,128642.8,-20562.68,-0.46,34074.5,0.76,-36573,-0.81,5048418,100.97
125,Entry long,2012-11-07 09:15,PYR2-11L,11694.8,11,128642.8,-20562.68,-0.46,34074.5,0.76,-36573,-0.81,5048418,100.97
126,Exit long,2012-12-11 13:00,EXIT - Below ST,12379,37,430230.45,941650.4,6.25,1276251.1,8.47,-38109.07,-0.25,5978586.5,119.57
126,Entry long,2012-11-27 10:30,ENTRY-37L,11627.85,37,430230.45,941650.4,6.25,1276251.1,8.47,-38109.07,-0.25,5978586.5,119.57
127,Exit long,2012-12-11 13:00,EXIT - Below ST,12379,19,221958,447504.44,5.75,619326.5,7.96,-7768.53,-0.10,6433859.5,128.68
127,Entry long,2012-11-27 14:15,PYR1-19L,11682,19,221958,447504.44,5.75,619326.5,7.96,-7768.53,-0.10,6433859.5,128.68
128,Exit long,2012-12-11 13:00,EXIT - Below ST,12379,9,106102.35,178189.78,4.79,259579.17,6.98,-3918.33,-0.11,6615762.5,132.32
128,Entry long,2012-11-29 09:15,PYR2-9L,11789.15,9,106102.35,178189.78,4.79,259579.17,6.98,-3918.33,-0.11,6615762.5,132.32
129,Exit long,2013-01-04 09:15,EXIT - Below ST,12789.95,52,660387,117772.74,0.51,359541.47,1.55,-40858.55,-0.18,6716088.5,134.32
129,Entry long,2013-01-01 09:15,ENTRY-52L,12699.75,52,660387,117772.74,0.51,359541.47,1.55,-40858.55,-0.18,6716088.5,134.32
130,Exit long,2013-01-04 09:15,EXIT - Below ST,12789.95,26,331371.3,17622.15,0.15,138506.5,1.19,-25293.5,-0.22,6745308.5,134.91
130,Entry long,2013-01-01 11:45,PYR1-26L,12745.05,26,331371.3,17622.15,0.15,138506.5,1.19,-25293.5,-0.22,6745308.5,134.91
131,Exit long,2013-01-04 09:15,EXIT - Below ST,12789.95,13,167115,-41266.2,-0.70,19175.97,0.33,-49074.02,-0.84,6709891.5,134.20
131,Entry long,2013-01-02 09:15,PYR2-13L,12855,13,167115,-41266.2,-0.70,19175.97,0.33,-49074.02,-0.84,6709891.5,134.20
132,Exit long,2013-04-23 13:00,EXIT - Below ST,12380,37,436696.2,716416.56,4.68,1060536.9,6.93,-20464.37,-0.13,7414641.5,148.29
132,Entry long,2013-04-16 13:00,ENTRY-37L,11802.6,37,436696.2,716416.56,4.68,1060536.9,6.93,-20464.37,-0.13,7414641.5,148.29
133,Exit long,2013-04-23 13:00,EXIT - Below ST,12380,19,225530,323023.75,4.09,499734.2,6.32,-19597.55,-0.25,7745559,154.91
133,Entry long,2013-04-16 14:15,PYR1-19L,11870,19,225530,323023.75,4.09,499734.2,6.32,-19597.55,-0.25,7745559,154.91
134,Exit long,2013-04-23 13:00,EXIT - Below ST,12380,9,107793.45,119256.78,3.16,202961.73,5.37,-34879.02,-0.92,7868588.5,157.37
134,Entry long,2013-04-17 09:15,PYR2-9L,11977.05,9,107793.45,119256.78,3.16,202961.73,5.37,-34879.02,-0.92,7868588.5,157.37
135,Exit long,2013-05-21 09:15,EXIT - Below ST,13065,32,411843.2,189240.69,1.31,521617.5,3.62,-27966.51,-0.19,8046864.5,160.94
135,Entry long,2013-05-15 10:30,ENTRY-32L,12870.1,32,411843.2,189240.69,1.31,521617.5,3.62,-27966.51,-0.19,8046864.5,160.94
136,Exit long,2013-05-21 09:15,EXIT - Below ST,13065,16,207893.6,25531.32,0.35,191719.72,2.63,-22508.27,-0.31,8079672,161.59
136,Entry long,2013-05-15 13:00,PYR1-16L,12993.35,16,207893.6,25531.32,0.35,191719.72,2.63,-22508.27,-0.31,8079672,161.59
137,Exit long,2013-05-21 09:15,EXIT - Below ST,13065,8,105384,-37586.64,-1.02,45507.56,1.23,-42048.44,-1.14,8045774,160.92
137,Entry long,2013-05-16 09:15,PYR2-8L,13173,8,105384,-37586.64,-1.02,45507.56,1.23,-42048.44,-1.14,8045774,160.92
138,Exit long,2013-09-16 11:45,EXIT - Below ST,10206.9,23,235745.4,-51002.14,-0.62,247014.4,2.99,-200847.34,-2.43,7988208,159.76
138,Entry long,2013-09-10 09:15,ENTRY-23L,10249.8,23,235745.4,-51002.14,-0.62,247014.4,2.99,-200847.34,-2.43,7988208,159.76
139,Exit long,2013-09-16 11:45,EXIT - Below ST,10206.9,12,124572,-81768.92,-1.87,73717.98,1.69,-141868.02,-3.25,7910799,158.22
139,Entry long,2013-09-11 14:15,PYR1-12L,10381,12,124572,-81768.92,-1.87,73717.98,1.69,-141868.02,-3.25,7910799,158.22
140,Exit long,2013-09-16 11:45,EXIT - Below ST,10206.9,6,62965.2,-64680.23,-2.93,6616.22,0.30,-68217.28,-3.09,7848322.5,156.97
140,Entry long,2013-09-16 09:15,PYR2-6L,10494.2,6,62965.2,-64680.23,-2.93,6616.22,0.30,-68217.28,-3.09,7848322.5,156.97
141,Exit long,2013-09-20 10:30,EXIT - Below ST,10516.85,20,223701,-482931.34,-6.16,63535.47,0.81,-532864.56,-6.80,7365391,147.31
141,Entry long,2013-09-19 09:15,ENTRY-20L,11185.05,20,223701,-482931.34,-6.16,63535.47,0.81,-532864.56,-6.80,7365391,147.31
142,Exit long,2013-10-07 09:15,EXIT - Below ST,9959.2,37,379435,-409238.38,-3.08,302699.78,2.28,-401132.72,-3.02,6949264.5,138.99
142,Entry long,2013-10-03 13:00,ENTRY-37L,10255,37,379435,-409238.38,-3.08,302699.78,2.28,-401132.72,-3.02,6949264.5,138.99
143,Exit long,2013-10-07 09:15,EXIT - Below ST,9959.2,19,196802,-278712.94,-4.04,8074.43,0.12,-274550.56,-3.98,6677440,133.55
143,Entry long,2013-10-04 09:15,PYR1-19L,10358,19,196802,-278712.94,-4.04,8074.43,0.12,-274550.56,-3.98,6677440,133.55
144,Exit long,2013-10-15 09:15,EXIT - Below ST,10521.2,27,289986.75,-227094.31,-2.24,35919.21,0.35,-236004.53,-2.32,6450345.5,129.01
144,Entry long,2013-10-14 09:15,ENTRY-27L,10740.25,27,289986.75,-227094.31,-2.24,35919.21,0.35,-236004.53,-2.32,6450345.5,129.01
145,Exit long,2013-10-24 14:15,EXIT - Below ST,10910.4,36,388580.4,119442.58,0.88,407302.7,2.99,-90271.31,-0.66,6559507,131.19
145,Entry long,2013-10-18 14:15,EOD-ENTRY-36L,10793.9,36,388580.4,119442.58,0.88,407302.7,2.99,-90271.31,-0.66,6559507,131.19
146,Exit long,2013-10-24 14:15,EXIT - Below ST,10910.4,18,195461.1,18698.81,0.27,162628.86,2.37,-79921.14,-1.17,6585047,131.70
146,Entry long,2013-10-21 10:30,PYR1-18L,10858.95,18,195461.1,18698.81,0.27,162628.86,2.37,-79921.14,-1.17,6585047,131.70
147,Exit long,2013-10-24 14:15,EXIT - Below ST,10910.4,9,98285.4,-10089.76,-0.29,61875.26,1.80,-56690.74,-1.65,6578397,131.57
147,Entry long,2013-10-22 10:30,PYR2-9L,10920.6,9,98285.4,-10089.76,-0.29,61875.26,1.80,-56690.74,-1.65,6578397,131.57
148,Exit long,2013-11-06 10:30,EXIT - Below ST,11480,30,336310.5,259307.62,2.20,644111.6,5.47,-663663.4,-5.63,6828569.5,136.57
148,Entry long,2013-10-29 13:00,ENTRY-30L,11210.35,30,336310.5,259307.62,2.20,644111.6,5.47,-663663.4,-5.63,6828569.5,136.57
149,Exit long,2013-11-06 10:30,EXIT - Below ST,11480,15,169775.25,72897.12,1.23,265299.12,4.46,-388588.38,-6.53,6907408.5,138.15
149,Entry long,2013-10-30 09:15,PYR1-15L,11318.35,15,169775.25,72897.12,1.23,265299.12,4.46,-388588.38,-6.53,6907408.5,138.15
150,Exit long,2013-11-06 10:30,EXIT - Below ST,11480,8,91240,14592.2,0.46,117206.6,3.67,-231533.4,-7.24,6925194,138.50
150,Entry long,2013-10-31 13:00,PYR2-8L,11405,8,91240,14592.2,0.46,117206.6,3.67,-231533.4,-7.24,6925194,138.50
151,Exit long,2013-11-20 14:15,EXIT - Below ST,10965,26,288609.1,-143247.97,-1.42,140230.69,1.39,-142369.81,-1.41,6776849,135.54
151,Entry long,2013-11-18 09:15,ENTRY-26L,11100.35,26,288609.1,-143247.97,-1.42,140230.69,1.39,-142369.81,-1.41,6776849,135.54
152,Exit long,2013-11-20 14:15,EXIT - Below ST,10965,13,145639.65,-118399.21,-2.32,23340.11,0.46,-117960.14,-2.31,6663547,133.27
152,Entry long,2013-11-18 14:15,PYR1-13L,11203.05,13,145639.65,-118399.21,-2.32,23340.11,0.46,-117960.14,-2.31,6663547,133.27
153,Exit long,2013-12-04 09:15,EXIT - Below ST,11256.25,40,451038,-59125.08,-0.37,202683.67,1.28,-131216.33,-0.83,6596452.5,131.93
153,Entry long,2013-11-29 11:45,ENTRY-40L,11275.95,40,451038,-59125.08,-0.37,202683.67,1.28,-131216.33,-0.83,6596452.5,131.93
154,Exit long,2013-12-04 09:15,EXIT - Below ST,11256.25,20,227700,-105973.87,-1.33,24930.5,0.31,-142019.5,-1.78,6498448,129.97
154,Entry long,2013-12-02 09:15,PYR1-20L,11385,20,227700,-105973.87,-1.33,24930.5,0.31,-142019.5,-1.78,6498448,129.97
155,Exit long,2013-12-10 09:15,EXIT - Below ST,12015.1,23,269008,237788.06,2.52,516893.72,5.48,-46445.28,-0.49,6728693.5,134.57
155,Entry long,2013-12-05 09:15,ENTRY-23L,11696,23,269008,237788.06,2.52,516893.72,5.48,-46445.28,-0.49,6728693.5,134.57
156,Exit long,2013-12-10 09:15,EXIT - Below ST,12015.1,12,142266.6,56985.33,1.14,202605.67,4.06,-4979.33,-0.10,6790658,135.81
156,Entry long,2013-12-06 14:15,PYR1-12L,11855.55,12,142266.6,56985.33,1.14,202605.67,4.06,-4979.33,-0.10,6790658,135.81
157,Exit long,2013-12-10 09:15,EXIT - Below ST,12015.1,6,73236.6,-45196.45,-1.76,0,0.00,-49624.28,-1.93,6748025,134.96
157,Entry long,2013-12-09 09:15,PYR2-6L,12206.1,6,73236.6,-45196.45,-1.76,0,0.00,-49624.28,-1.93,6748025,134.96
158,Exit long,2013-12-31 09:15,EXIT - Below ST,11443.05,40,462672,-205463.8,-1.27,95876.48,0.59,-234313.52,-1.45,6542561,130.85
158,Entry long,2013-12-27 09:15,ENTRY-40L,11566.8,40,462672,-205463.8,-1.27,95876.48,0.59,-234313.52,-1.45,6542561,130.85
159,Exit long,2014-01-24 09:15,EXIT - Below ST,11076.05,44,493020,-232895.81,-1.35,74682.3,0.43,-254415.7,-1.47,6309665.5,126.19
159,Entry long,2014-01-21 14:15,EOD-ENTRY-44L,11205,44,493020,-232895.81,-1.35,74682.3,0.43,-254415.7,-1.47,6309665.5,126.19
160,Exit long,2014-02-25 09:15,EXIT - Below ST,10692.75,53,566252,-23422.62,-0.12,566361.2,2.85,-40223.82,-0.20,6286242.5,125.72
160,Entry long,2014-02-24 13:00,ENTRY-53L,10684,53,566252,-23422.62,-0.12,566361.2,2.85,-40223.82,-0.20,6286242.5,125.72
161,Exit long,2014-04-25 13:00,EXIT - Below ST,13103.65,51,662326.8,162005.8,0.70,587467.06,2.53,-138849.44,-0.60,6430303,128.61
161,Entry long,2014-04-21 14:15,EOD-ENTRY-51L,12986.8,51,662326.8,162005.8,0.70,587467.06,2.53,-138849.44,-0.60,6430303,128.61
162,Exit long,2014-04-25 13:00,EXIT - Below ST,13103.65,26,340325.7,-10913.72,-0.09,205988.1,1.73,-42350.9,-0.36,6431300.5,128.63
162,Entry long,2014-04-23 10:30,PYR1-26L,13089.45,26,340325.7,-10913.72,-0.09,205988.1,1.73,-42350.9,-0.36,6431300.5,128.63
163,Exit long,2014-04-25 13:00,EXIT - Below ST,13103.65,13,172406,-84045.62,-1.39,495.04,0.01,-97034.21,-1.61,6353289,127.07
163,Entry long,2014-04-25 09:15,PYR2-13L,13262,13,172406,-84045.62,-1.39,495.04,0.01,-97034.21,-1.61,6353289,127.07
164,Exit long,2014-05-16 14:15,EXIT - Below ST,14969.5,31,411680,1802456.8,12.50,2933373.5,20.34,-22003.8,-0.15,8144474.5,162.89
164,Entry long,2014-05-09 09:15,ENTRY-31L,13280,31,411680,1802456.8,12.50,2933373.5,20.34,-22003.8,-0.15,8144474.5,162.89
165,Exit long,2014-05-16 14:15,EXIT - Below ST,14969.5,16,213824,883213.25,11.79,1466912.1,19.58,-14007.84,-0.19,9035172,180.70
165,Entry long,2014-05-09 10:30,PYR1-16L,13364,16,213824,883213.25,11.79,1466912.1,19.58,-14007.84,-0.19,9035172,180.70
166,Exit long,2014-05-16 14:15,EXIT - Below ST,14969.5,8,108215.6,395935,10.44,687784.44,18.14,-6993.55,-0.18,9434894,188.70
166,Entry long,2014-05-09 11:45,PYR2-8L,13526.95,8,108215.6,395935,10.44,687784.44,18.14,-6993.55,-0.18,9434894,188.70
167,Exit long,2014-06-10 09:15,EXIT - Below ST,15400.05,40,627620,-450156.78,-2.05,26333.3,0.12,-484666.7,-2.20,8984737,179.69
167,Entry long,2014-06-09 09:15,ENTRY-40L,15690.5,40,627620,-450156.78,-2.05,26333.3,0.12,-484666.7,-2.20,8984737,179.69
168,Exit long,2014-07-04 10:30,EXIT - Below ST,15480.15,29,446894.35,39696.34,0.25,236941.45,1.51,-87401.8,-0.56,9012498,180.25
168,Entry long,2014-06-30 09:15,ENTRY-29L,15410.15,29,446894.35,39696.34,0.25,236941.45,1.51,-87401.8,-0.56,9012498,180.25
169,Exit long,2014-07-04 10:30,EXIT - Below ST,15480.15,15,231825,-3037.2,-0.04,98986.13,1.22,-8113.87,-0.10,9017575,180.35
169,Entry long,2014-07-01 14:15,PYR1-15L,15455,15,231825,-3037.2,-0.04,98986.13,1.22,-8113.87,-0.10,9017575,180.35
170,Exit long,2014-07-04 10:30,EXIT - Below ST,15480.15,7,109193,-36732.64,-0.96,10878.25,0.28,-36615,-0.96,8984664,179.69
170,Entry long,2014-07-02 09:15,PYR2-7L,15599,7,109193,-36732.64,-0.96,10878.25,0.28,-36615,-0.96,8984664,179.69
171,Exit long,2014-07-25 11:45,EXIT - Below ST,15333.75,39,601263,-155611.03,-0.74,310650.78,1.47,-146487.7,-0.70,8818180,176.36
171,Entry long,2014-07-18 14:15,EOD-ENTRY-39L,15417,39,601263,-155611.03,-0.74,310650.78,1.47,-146487.7,-0.70,8818180,176.36
172,Exit long,2014-07-25 11:45,EXIT - Below ST,15333.75,20,310660,-161081.72,-1.48,78026.9,0.72,-156403.1,-1.44,8667971,173.36
172,Entry long,2014-07-21 09:15,PYR1-20L,15533,20,310660,-161081.72,-1.48,78026.9,0.72,-156403.1,-1.44,8667971,173.36
173,Exit long,2014-08-25 14:15,EXIT - Below ST,15705,51,772548,939172.4,3.47,1447370.9,5.35,-183672.94,-0.68,9586292,191.73
173,Entry long,2014-08-14 13:00,ENTRY-51L,15148,51,772548,939172.4,3.47,1447370.9,5.35,-183672.94,-0.68,9586292,191.73
174,Exit long,2014-08-25 14:15,EXIT - Below ST,15705,26,396475.3,386746.3,2.78,645827.9,4.65,-23249.63,-0.17,9986915,199.74
174,Entry long,2014-08-18 09:15,PYR1-26L,15249.05,26,396475.3,386746.3,2.78,645827.9,4.65,-23249.63,-0.17,9986915,199.74
175,Exit long,2014-08-25 14:15,EXIT - Below ST,15705,13,199286.1,156640.72,2.24,286181.5,4.10,-8089.76,-0.12,10150531,203.01
175,Entry long,2014-08-18 11:45,PYR2-13L,15329.7,13,199286.1,156640.72,2.24,286181.5,4.10,-8089.76,-0.12,10150531,203.01
176,Exit long,2014-09-04 09:15,EXIT - Below ST,16061.5,41,655018.05,76646.87,0.33,434695.88,1.89,-38782.38,-0.17,10209737,204.19
176,Entry long,2014-09-01 09:15,ENTRY-41L,15976.05,41,655018.05,76646.87,0.33,434695.88,1.89,-38782.38,-0.17,10209737,204.19
177,Exit long,2014-09-04 09:15,EXIT - Below ST,16061.5,21,336693,-2641.96,-0.02,180749,1.53,-13915.75,-0.12,10218879,204.38
177,Entry long,2014-09-01 13:00,PYR1-21L,16033,21,336693,-2641.96,-0.02,180749,1.53,-13915.75,-0.12,10218879,204.38
178,Exit long,2014-09-04 09:15,EXIT - Below ST,16061.5,10,161616.5,-46330.6,-0.82,40998.42,0.72,-44051.58,-0.78,10178205,203.56
178,Entry long,2014-09-01 14:15,PYR2-10L,16161.65,10,161616.5,-46330.6,-0.82,40998.42,0.72,-44051.58,-0.78,10178205,203.56
179,Exit long,2014-10-10 09:15,EXIT - Below ST,15591,34,534378,-187196.52,-1.00,162176.77,0.87,-228321.73,-1.22,9981585,199.63
179,Entry long,2014-10-09 11:45,ENTRY-34L,15717,34,534378,-187196.52,-1.00,162176.77,0.87,-228321.73,-1.22,9981585,199.63
180,Exit long,2014-10-10 09:15,EXIT - Below ST,15591,17,269235.8,-165307.89,-1.75,9378.75,0.10,-185870.5,-1.97,9825700,196.51
180,Entry long,2014-10-09 13:00,PYR1-17L,15837.4,17,269235.8,-165307.89,-1.75,9378.75,0.10,-185870.5,-1.97,9825700,196.51
